ExternalDataReferences,StudyDay,UniqueID,UniqueID2,T1_IPAddress,T1_StartDate,T1_EndDate,Now_Temparture,Now_Humidity,Now_Precipitation,Now_Precipitation,Now_Wind Speed,Now_Visibility,Now_Events,Now_Conditions,Now_Conditions,T2_IPAddress,T2_StartDate,T2_EndDate,Now_Temparture,Now_Humidity,Now_Precipitation,Now_Precipitation,Now_Wind Speed,Now_Visibility,Now_Events,Now_Conditions,Now_Conditions,,,Day_Temparture,Max_Temparture,Min_Temparture,Day_Humidity,Max_Humidity,Min_Humidity,Max_Precipitation,Min_Precipitation,Day_Snow,Max_Snow,Min_Snow,Snow Depth,Day_Wind Speed,Day_Visibility,Day_Events,Length of Visible Light
179000,7,1790007,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
179000,8,1790008,1790006,50.224.40.178,4/11/16 7:23,4/11/16 7:24,,,,,,,,,,50.224.40.178,4/11/16 16:36,4/11/16 16:39,,,,,,,,,,,,,,,,,,,,,,,,,,,
179000,9,1790009,1790007,50.224.40.178,4/12/16 7:11,4/12/16 7:13,,,,,,,,,,50.224.40.178,4/12/16 17:22,4/12/16 17:26,,,,,,,,,,,,,,,,,,,,,,,,,,,
18000,10,1800010,180008,75.144.94.54,4/13/16 9:02,4/13/16 9:04,,,,,,,,,,75.144.94.54,4/13/16 12:49,4/13/16 12:51,,,,,,,,,,,,,,,,,,,,,,,,,,,
18000,11,1800011,180009,68.56.107.122,4/14/16 9:02,4/14/16 9:06,,,,,,,,,,75.144.94.54,4/14/16 12:53,4/14/16 12:55,,,,,,,,,,,,,,,,,,,,,,,,,,,
18000,12,1800012,1800010,75.144.94.54,4/15/16 10:03,4/15/16 10:05,,,,,,,,,,75.144.94.54,4/15/16 13:08,4/15/16 13:11,,,,,,,,,,,,,,,,,,,,,,,,,,,
18000,13,1800013,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
18000,14,1800014,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
18000,15,1800015,1800011,68.56.107.122,4/18/16 8:59,4/18/16 9:02,,,,,,,,,,75.144.94.54,4/18/16 12:50,4/18/16 12:52,,,,,,,,,,,,,,,,,,,,,,,,,,,
18000,16,1800016,1800012,75.144.94.54,4/19/16 8:55,4/19/16 8:57,,,,,,,,,,75.144.94.54,4/19/16 13:03,4/19/16 13:05,,,,,,,,,,,,,,,,,,,,,,,,,,,
18000,17,1800017,1800013,68.56.107.122,4/20/16 7:41,4/20/16 7:44,,,,,,,,,,166.176.248.49,4/20/16 14:20,4/20/16 14:24,,,,,,,,,,,,,,,,,,,,,,,,,,,
18000,18,1800018,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
18000,19,1800019,1800015,75.144.94.54,4/22/16 9:32,4/22/16 9:33,,,,,,,,,,75.144.94.54,4/22/16 13:03,4/22/16 13:05,,,,,,,,,,,,,,,,,,,,,,,,,,,
18000,20,1800020,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
18000,21,1800021,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
18000,22,1800022,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
18000,23,1800023,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
18000,24,1800024,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
18000,25,1800025,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
18000,26,1800026,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
181000,1,1810001,1810001,63.225.33.1,4/4/16 8:29,4/4/16 8:32,,,,,,,,,,108.85.82.229,4/4/16 17:54,4/4/16 18:01,,,,,,,,,,,,,,,,,,,,,,,,,,,
181000,2,1810002,#NULL!,,#NULL!,#NULL!,,,,,,,,,,63.225.33.1,4/5/16 16:20,4/5/16 16:25,,,,,,,,,,,,,,,,,,,,,,,,,,,
181000,3,1810003,1810003,63.225.33.1,4/6/16 8:32,4/6/16 8:34,,,,,,,,,,63.225.33.1,4/6/16 16:49,4/6/16 16:53,,,,,,,,,,,,,,,,,,,,,,,,,,,
181000,4,1810004,1810004,63.225.33.1,4/7/16 8:30,4/7/16 8:32,,,,,,,,,,63.225.33.1,4/7/16 16:49,4/7/16 16:52,,,,,,,,,,,,,,,,,,,,,,,,,,,
181000,5,1810005,1810005,63.225.33.1,4/8/16 8:48,4/8/16 8:50,,,,,,,,,,108.85.82.229,4/8/16 19:42,4/8/16 19:47,,,,,,,,,,,,,,,,,,,,,,,,,,,
181000,6,1810006,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
181000,7,1810007,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
181000,8,1810008,1810006,108.85.82.229,4/11/16 8:01,4/11/16 8:05,,,,,,,,,,108.85.82.229,4/11/16 19:31,4/11/16 19:37,,,,,,,,,,,,,,,,,,,,,,,,,,,
181000,9,1810009,1810007,108.85.82.229,4/12/16 8:44,4/12/16 8:47,,,,,,,,,,63.225.33.1,4/12/16 16:34,4/12/16 16:37,,,,,,,,,,,,,,,,,,,,,,,,,,,
182000,1,1820001,1820001,129.9.75.192,4/4/16 8:18,4/4/16 8:21,,,,,,,,,,129.9.75.196,4/4/16 13:42,4/4/16 13:45,,,,,,,,,,,,,,,,,,,,,,,,,,,
182000,2,1820002,1820002,129.9.75.190,4/5/16 7:15,4/5/16 7:17,,,,,,,,,,129.9.75.194,4/5/16 15:04,4/5/16 15:06,,,,,,,,,,,,,,,,,,,,,,,,,,,
182000,3,1820003,1820003,129.9.75.193,4/6/16 7:17,4/6/16 7:21,,,,,,,,,,129.9.75.191,4/6/16 12:52,4/6/16 12:53,,,,,,,,,,,,,,,,,,,,,,,,,,,
182000,4,1820004,1820004,129.9.75.195,4/7/16 7:25,4/7/16 7:27,,,,,,,,,,129.9.75.194,4/7/16 14:50,4/7/16 14:52,,,,,,,,,,,,,,,,,,,,,,,,,,,
182000,5,1820005,1820005,129.9.75.195,4/8/16 7:12,4/8/16 7:14,,,,,,,,,,129.9.75.191,4/8/16 12:49,4/8/16 12:53,,,,,,,,,,,,,,,,,,,,,,,,,,,
182000,6,1820006,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
182000,7,1820007,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
182000,8,1820008,1820006,129.9.75.196,4/11/16 7:18,4/11/16 7:20,,,,,,,,,,129.9.75.194,4/11/16 12:57,4/11/16 13:03,,,,,,,,,,,,,,,,,,,,,,,,,,,
182000,9,1820009,1820007,129.9.75.193,4/12/16 7:15,4/12/16 7:17,,,,,,,,,,129.9.75.192,4/12/16 12:52,4/12/16 12:59,,,,,,,,,,,,,,,,,,,,,,,,,,,
184000,1,1840001,1840001,170.135.176.108,4/4/16 8:54,4/4/16 9:02,,,,,,,,,,170.135.241.45,4/4/16 17:29,4/4/16 17:40,,,,,,,,,,,,,,,,,,,,,,,,,,,
184000,2,1840002,1840002,170.135.176.108,4/5/16 8:52,4/5/16 8:57,,,,,,,,,,170.135.176.108,4/5/16 17:03,4/5/16 17:10,,,,,,,,,,,,,,,,,,,,,,,,,,,
184000,3,1840003,1840003,170.135.176.108,4/6/16 9:40,4/6/16 9:44,,,,,,,,,,170.135.241.45,4/6/16 16:28,4/6/16 16:38,,,,,,,,,,,,,,,,,,,,,,,,,,,
184000,4,1840004,1840004,170.135.241.45,4/7/16 10:37,4/7/16 10:42,,,,,,,,,,170.135.241.45,4/7/16 16:26,4/7/16 16:36,,,,,,,,,,,,,,,,,,,,,,,,,,,
184000,5,1840005,1840005,170.135.176.108,4/8/16 9:02,4/8/16 9:12,,,,,,,,,,170.135.176.108,4/8/16 17:59,4/8/16 18:06,,,,,,,,,,,,,,,,,,,,,,,,,,,
184000,6,1840006,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
184000,7,1840007,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
184000,8,1840008,1840006,170.135.241.45,4/11/16 9:18,4/11/16 9:22,,,,,,,,,,170.135.241.45,4/11/16 16:27,4/11/16 16:40,,,,,,,,,,,,,,,,,,,,,,,,,,,
184000,9,1840009,1840007,170.135.176.108,4/12/16 10:14,4/12/16 10:54,,,,,,,,,,170.135.241.45,4/12/16 17:08,4/12/16 17:16,,,,,,,,,,,,,,,,,,,,,,,,,,,
185000,1,1850001,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
185000,2,1850002,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
185000,3,1850003,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
185000,4,1850004,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
185000,5,1850005,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
185000,6,1850006,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
185000,7,1850007,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
185000,8,1850008,1850006,64.88.4.230,4/11/16 8:23,4/11/16 8:28,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
185000,9,1850009,1850007,64.88.4.225,4/12/16 8:43,4/12/16 8:49,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
187000,1,1870001,1870001,67.59.3.59,4/4/16 8:57,4/4/16 9:00,,,,,,,,,,67.59.3.59,4/4/16 15:45,4/4/16 16:29,,,,,,,,,,,,,,,,,,,,,,,,,,,
187000,2,1870002,1870002,67.59.3.59,4/5/16 8:53,4/5/16 8:55,,,,,,,,,,67.59.3.59,4/5/16 15:51,4/5/16 15:57,,,,,,,,,,,,,,,,,,,,,,,,,,,
187000,3,1870003,1870003,67.59.3.59,4/6/16 9:46,4/6/16 9:48,,,,,,,,,,67.59.3.59,4/6/16 15:45,4/6/16 15:49,,,,,,,,,,,,,,,,,,,,,,,,,,,
187000,4,1870004,1870004,67.59.3.59,4/7/16 8:55,4/7/16 8:56,,,,,,,,,,67.59.3.59,4/7/16 15:38,4/7/16 15:42,,,,,,,,,,,,,,,,,,,,,,,,,,,
187000,5,1870005,1870005,67.59.3.59,4/8/16 9:06,4/8/16 9:08,,,,,,,,,,67.59.3.59,4/8/16 15:41,4/8/16 15:44,,,,,,,,,,,,,,,,,,,,,,,,,,,
187000,6,1870006,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
187000,7,1870007,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
187000,8,1870008,1870006,67.59.3.59,4/11/16 8:55,4/11/16 8:57,,,,,,,,,,67.59.3.59,4/11/16 15:42,4/11/16 15:46,,,,,,,,,,,,,,,,,,,,,,,,,,,
187000,9,1870009,1870007,67.59.3.59,4/12/16 8:52,4/12/16 8:54,,,,,,,,,,67.59.3.59,4/12/16 15:49,4/12/16 15:51,,,,,,,,,,,,,,,,,,,,,,,,,,,
188000,1,1880001,1880001,98.216.26.203,4/4/16 7:29,4/4/16 7:32,,,,,,,,,,98.216.26.203,4/4/16 15:41,4/4/16 15:55,,,,,,,,,,,,,,,,,,,,,,,,,,,
188000,2,1880002,1880002,98.216.26.203,4/5/16 7:36,4/5/16 7:38,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
188000,3,1880003,#NULL!,,#NULL!,#NULL!,,,,,,,,,,98.216.26.203,4/6/16 15:36,4/6/16 15:40,,,,,,,,,,,,,,,,,,,,,,,,,,,
188000,4,1880004,#NULL!,,#NULL!,#NULL!,,,,,,,,,,98.216.26.203,4/7/16 15:38,4/7/16 15:41,,,,,,,,,,,,,,,,,,,,,,,,,,,
188000,5,1880005,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
188000,6,1880006,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
188000,7,1880007,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
188000,8,1880008,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
188000,9,1880009,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
190000,1,1900001,#NULL!,,#NULL!,#NULL!,,,,,,,,,,50.245.107.130,4/4/16 14:42,4/4/16 14:50,,,,,,,,,,,,,,,,,,,,,,,,,,,
190000,2,1900002,1900002,50.245.107.130,4/5/16 8:33,4/5/16 8:36,,,,,,,,,,50.245.107.130,4/5/16 14:50,4/5/16 14:56,,,,,,,,,,,,,,,,,,,,,,,,,,,
190000,3,1900003,1900003,50.245.107.130,4/6/16 8:42,4/6/16 8:45,,,,,,,,,,50.245.107.130,4/6/16 14:46,4/6/16 14:51,,,,,,,,,,,,,,,,,,,,,,,,,,,
190000,4,1900004,1900004,50.245.107.130,4/7/16 8:40,4/7/16 8:43,,,,,,,,,,50.245.107.130,4/7/16 15:30,4/7/16 15:34,,,,,,,,,,,,,,,,,,,,,,,,,,,
190000,5,1900005,1900005,50.245.107.130,4/8/16 8:47,4/8/16 8:49,,,,,,,,,,50.245.107.130,4/8/16 15:05,4/8/16 15:09,,,,,,,,,,,,,,,,,,,,,,,,,,,
190000,6,1900006,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
190000,7,1900007,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
190000,8,1900008,1900006,166.137.97.202,4/11/16 8:15,4/11/16 8:21,,,,,,,,,,166.173.250.167,4/11/16 16:15,4/11/16 16:20,,,,,,,,,,,,,,,,,,,,,,,,,,,
190000,9,1900009,1900007,166.173.250.167,4/12/16 7:57,4/12/16 8:01,,,,,,,,,,166.172.56.55,4/12/16 16:02,4/12/16 16:10,,,,,,,,,,,,,,,,,,,,,,,,,,,
19000,10,1900010,190008,198.203.181.181,4/13/16 10:30,4/13/16 10:32,,,,,,,,,,198.203.177.177,4/13/16 17:37,4/13/16 17:40,,,,,,,,,,,,,,,,,,,,,,,,,,,
19000,11,1900011,190009,198.203.177.177,4/14/16 9:39,4/14/16 9:42,,,,,,,,,,198.203.181.181,4/14/16 15:34,4/14/16 15:42,,,,,,,,,,,,,,,,,,,,,,,,,,,
19000,12,1900012,1900010,198.203.177.177,4/15/16 9:20,4/15/16 9:23,,,,,,,,,,198.203.181.181,4/15/16 17:59,4/15/16 18:03,,,,,,,,,,,,,,,,,,,,,,,,,,,
19000,13,1900013,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
19000,14,1900014,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
19000,15,1900015,1900011,198.203.181.181,4/18/16 8:01,4/18/16 8:03,,,,,,,,,,198.203.181.181,4/18/16 18:37,4/18/16 18:40,,,,,,,,,,,,,,,,,,,,,,,,,,,
19000,16,1900016,1900012,198.203.177.177,4/19/16 8:46,4/19/16 8:48,,,,,,,,,,198.203.181.181,4/19/16 18:24,4/19/16 18:26,,,,,,,,,,,,,,,,,,,,,,,,,,,
19000,17,1900017,1900013,198.203.175.175,4/20/16 8:13,4/20/16 8:15,,,,,,,,,,198.203.177.177,4/20/16 16:01,4/20/16 16:03,,,,,,,,,,,,,,,,,,,,,,,,,,,
19000,18,1900018,1900014,198.203.181.181,4/21/16 9:13,4/21/16 9:15,,,,,,,,,,198.203.177.177,4/21/16 18:02,4/21/16 18:05,,,,,,,,,,,,,,,,,,,,,,,,,,,
19000,19,1900019,1900015,198.203.177.177,4/22/16 8:55,4/22/16 8:57,,,,,,,,,,198.203.181.181,4/22/16 15:30,4/22/16 15:33,,,,,,,,,,,,,,,,,,,,,,,,,,,
19000,20,1900020,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
19000,21,1900021,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
19000,22,1900022,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
19000,23,1900023,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
19000,24,1900024,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
19000,25,1900025,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
19000,26,1900026,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
191000,1,1910001,1910001,198.208.251.22,4/4/16 6:59,4/4/16 7:04,,,,,,,,,,198.208.251.23,4/4/16 14:05,4/4/16 14:38,,,,,,,,,,,,,,,,,,,,,,,,,,,
191000,2,1910002,1910002,198.208.251.22,4/5/16 6:44,4/5/16 6:52,,,,,,,,,,198.208.251.22,4/5/16 13:01,4/5/16 13:10,,,,,,,,,,,,,,,,,,,,,,,,,,,
191000,3,1910003,1910003,198.208.251.22,4/6/16 6:34,4/6/16 7:00,,,,,,,,,,198.208.251.22,4/6/16 13:52,4/6/16 13:57,,,,,,,,,,,,,,,,,,,,,,,,,,,
191000,4,1910004,1910004,198.208.251.23,4/7/16 6:26,4/7/16 6:31,,,,,,,,,,198.208.251.21,4/7/16 14:04,4/7/16 14:10,,,,,,,,,,,,,,,,,,,,,,,,,,,
191000,5,1910005,1910005,198.208.251.22,4/8/16 7:27,4/8/16 7:37,,,,,,,,,,198.208.251.22,4/8/16 13:07,4/8/16 13:13,,,,,,,,,,,,,,,,,,,,,,,,,,,
191000,6,1910006,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
191000,7,1910007,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
191000,8,1910008,1910006,198.208.251.22,4/11/16 6:21,4/11/16 6:26,,,,,,,,,,198.208.251.22,4/11/16 12:49,4/11/16 12:54,,,,,,,,,,,,,,,,,,,,,,,,,,,
191000,9,1910009,1910007,198.208.251.22,4/12/16 6:17,4/12/16 6:20,,,,,,,,,,198.208.251.22,4/12/16 12:54,4/12/16 12:58,,,,,,,,,,,,,,,,,,,,,,,,,,,
192000,1,1920001,#NULL!,,#NULL!,#NULL!,,,,,,,,,,209.124.40.75,4/4/16 16:54,4/4/16 17:04,,,,,,,,,,,,,,,,,,,,,,,,,,,
192000,2,1920002,1920002,209.124.40.75,4/5/16 9:11,4/5/16 9:20,,,,,,,,,,209.124.40.75,4/5/16 16:46,4/5/16 16:55,,,,,,,,,,,,,,,,,,,,,,,,,,,
192000,3,1920003,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
192000,4,1920004,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
192000,5,1920005,1920005,209.124.40.75,4/8/16 9:57,4/8/16 10:07,,,,,,,,,,209.124.40.75,4/8/16 16:34,4/8/16 16:43,,,,,,,,,,,,,,,,,,,,,,,,,,,
192000,6,1920006,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
192000,7,1920007,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
192000,8,1920008,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
192000,9,1920009,1920007,209.124.40.75,4/12/16 8:51,4/12/16 9:08,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
194000,1,1940001,1940001,107.77.192.97,4/4/16 8:56,4/4/16 8:59,,,,,,,,,,107.77.192.97,4/4/16 17:09,4/4/16 17:15,,,,,,,,,,,,,,,,,,,,,,,,,,,
194000,2,1940002,1940002,69.176.130.76,4/5/16 10:45,4/5/16 10:48,,,,,,,,,,69.176.130.76,4/5/16 17:47,4/5/16 17:50,,,,,,,,,,,,,,,,,,,,,,,,,,,
194000,3,1940003,1940003,69.176.130.76,4/6/16 8:51,4/6/16 8:53,,,,,,,,,,107.77.192.160,4/6/16 19:02,4/6/16 19:06,,,,,,,,,,,,,,,,,,,,,,,,,,,
194000,4,1940004,1940004,107.77.192.160,4/7/16 8:54,4/7/16 8:57,,,,,,,,,,166.175.63.77,4/7/16 16:33,4/7/16 16:37,,,,,,,,,,,,,,,,,,,,,,,,,,,
194000,5,1940005,1940005,67.216.31.34,4/8/16 8:51,4/8/16 8:53,,,,,,,,,,166.175.63.77,4/8/16 16:26,4/8/16 16:29,,,,,,,,,,,,,,,,,,,,,,,,,,,
194000,6,1940006,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
194000,7,1940007,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
194000,8,1940008,1940006,69.176.130.76,4/11/16 8:57,4/11/16 8:59,,,,,,,,,,35.20.142.158,4/11/16 17:01,4/11/16 17:05,,,,,,,,,,,,,,,,,,,,,,,,,,,
194000,9,1940009,1940007,69.176.130.76,4/12/16 9:43,4/12/16 9:45,,,,,,,,,,69.176.130.115,4/12/16 16:26,4/12/16 23:45,,,,,,,,,,,,,,,,,,,,,,,,,,,
195000,1,1950001,1950001,35.11.138.68,4/4/16 15:56,4/4/16 15:59,,,,,,,,,,35.11.138.68,4/4/16 18:07,4/4/16 18:10,,,,,,,,,,,,,,,,,,,,,,,,,,,
195000,2,1950002,1950002,35.20.135.170,4/5/16 10:32,4/5/16 10:34,,,,,,,,,,166.216.159.97,4/5/16 19:07,4/5/16 19:15,,,,,,,,,,,,,,,,,,,,,,,,,,,
195000,3,1950003,1950003,35.11.138.68,4/6/16 10:07,4/6/16 10:09,,,,,,,,,,35.11.138.68,4/6/16 17:38,4/6/16 17:46,,,,,,,,,,,,,,,,,,,,,,,,,,,
195000,4,1950004,1950004,107.77.192.96,4/7/16 10:24,4/7/16 10:35,,,,,,,,,,166.176.250.48,4/7/16 17:40,4/7/16 17:55,,,,,,,,,,,,,,,,,,,,,,,,,,,
195000,5,1950005,1950005,35.11.138.68,4/8/16 10:11,4/8/16 10:13,,,,,,,,,,35.11.138.68,4/8/16 17:38,4/8/16 17:41,,,,,,,,,,,,,,,,,,,,,,,,,,,
195000,6,1950006,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
195000,7,1950007,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
195000,8,1950008,1950006,35.11.138.68,4/11/16 10:07,4/11/16 10:09,,,,,,,,,,166.176.251.68,4/11/16 18:03,4/11/16 18:12,,,,,,,,,,,,,,,,,,,,,,,,,,,
195000,9,1950009,1950007,35.20.78.211,4/12/16 10:11,4/12/16 10:13,,,,,,,,,,35.20.176.60,4/12/16 18:03,4/12/16 18:12,,,,,,,,,,,,,,,,,,,,,,,,,,,
196000,1,1960001,1960001,24.180.177.66,4/4/16 9:11,4/4/16 9:15,,,,,,,,,,108.68.143.20,4/4/16 20:04,4/4/16 20:10,,,,,,,,,,,,,,,,,,,,,,,,,,,
196000,2,1960002,1960002,173.162.48.237,4/5/16 9:51,4/5/16 9:53,,,,,,,,,,108.68.143.20,4/5/16 19:38,4/5/16 19:45,,,,,,,,,,,,,,,,,,,,,,,,,,,
196000,3,1960003,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
196000,4,1960004,1960004,173.162.48.237,4/7/16 11:47,4/7/16 12:30,,,,,,,,,,108.68.143.20,4/7/16 19:55,4/7/16 20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,
196000,5,1960005,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
196000,6,1960006,1960006,173.162.48.237,4/9/16 9:35,4/9/16 9:37,,,,,,,,,,108.68.143.20,4/9/16 19:56,4/9/16 19:59,,,,,,,,,,,,,,,,,,,,,,,,,,,
196000,7,1960007,1960007,173.162.48.237,4/10/16 10:28,4/10/16 10:30,,,,,,,,,,35.22.151.185,4/10/16 19:33,4/10/16 19:42,,,,,,,,,,,,,,,,,,,,,,,,,,,
196000,8,1960008,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
196000,9,1960009,#NULL!,,#NULL!,#NULL!,,,,,,,,,,,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,
197000,1,1970001,1970001,104.193.128.162,4/4/16 14:17,4/4/16 14:22,,,,,,,,,,107.141.34.231,4/4/16 21:04,4/4/16 21:12,,,,,,,,,,,,,,,,,,,,,,,,,,,
